48515160052|1.00000|5.600|1|1|5944|20110327055244|0|63|0.00|0|124|3|5.60|991|0|0|0.00|0|5.600|12|2|0.000|0|NULL|N|0.00|0|0|0.00|0|0|0|0|7.99|0.00|7.99|0.00|0.00|0.00|0.00|0|0.00|0|1|0|0|0.00|0|C|1|1|0.000|0|0.00|0|0.000|152|0|0|0|5944|0.58|0.00|N|0.58|Y|0.00|N|0.00|N|00|0044|0000|0|10.00|1.43|2011-03-27|651|300300101341040651|4|13|3|2|0|13|0|2003886|1150904934|0|NULL|0|          |0|S|0|0
48515143132|1.00000|0.739|2|2|6029|20110621162535|0|2977|0.00|0|463|13|1.09|991|0|0|0.00|0|1.090|12|2|0.740|0|NULL|Y|0.00|0|0|0.00|0|0|0|0|2.99|26.68|0.00|0.00|0.00|0.00|0.00|0|0.00|1|1|0|0|0.00|5|C|93|91|0.000|0|0.00|0|0.000|1004|0|0|0|6029|0.60|0.60|Y|0.00|N|0.00|N|0.00|N|00|008c|0000|0|57.28|30.00|2011-06-21|1720|302909316941901720|62|169|180|12|0|53|0|2003990|7127910802|0|NULL|0|          |0|S|0|4
48515143132|1.00000|0.739|2|2|6029|20110621162535|0|2977|0.00|0|463|13|1.09|991|0|0|0.00|0|1.090|12|2|0.740|0|NULL|Y|0.00|0|0|0.00|0|0|0|0|2.99|26.68|0.00|0.00|0.00|0.00|0.00|0|0.00|1|1|0|0|0.00|5|C|93|91|0.000|0|0.00|0|0.000|1004|0|0|0|6029|0.60|0.60|Y|0.00|N|0.00|N|0.00|N|00|008c|0000|0|57.28|30.00|2011-06-21|1720|302909316941901720|62|169|180|14|0|53|0|2003990|7127910802|0|NULL|0|          |0|S|0|4
48515143132|0.00000|0.086|2|2|6029|20110621162535|0|2977|0.00|0|463|13|0.00|991|0|0|0.00|0|0.900|12|2|0.800|0|NULL|Y|0.00|0|0|0.00|0|0|0|0|2.59|26.68|0.00|0.00|0.00|0.00|0.00|0|0.00|1|0|0|0|0.00|5|C|93|91|0.000|0|0.00|0|0.650|1004|0|1|0|6029|0.60|0.60|Y|0.00|N|0.00|N|0.00|N|18|408c|0802|0|57.28|30.00|2011-06-21|1720|302909316941901720|62|169|180|16|0|53|0|2003990|4218|0|0|0|0000000399|1|S|0|4
48515143132|0.00000|0.732|8|15|6029|20110621162535|0|2977|0.00|0|463|13|0.00|991|0|0|0.00|0|1.350|12|2|2.640|0|NULL|Y|0.00|0|0|0.00|0|0|0|0|1.33|26.68|0.00|0.00|0.00|0.00|0.00|0|0.00|1|0|888806083774|0|1.34|5|C|93|91|0.000|0|0.00|0|1.340|1004|0|1|0|6029|0.60|0.60|Y|0.00|N|0.00|N|0.00|N|18|408c|0803|0|57.28|30.00|2011-06-21|1720|302909316941901720|62|169|180|19|0|53|0|2003990|4378|0|0|17994|0000000199|1|S|0|4
48515143132|1.00000|0.910|1|1|6029|20110621162535|0|2977|0.00|0|463|3|0.91|991|0|0|0.00|0|0.910|12|2|0.900|0|NULL|Y|0.00|0|0|0.00|0|0|0|0|1.39|26.68|0.00|0.00|0.00|0.00|0.00|0|0.20|1|1|0|0|0.00|5|C|93|91|0.000|0|0.00|0|0.000|288|0|0|0|6029|0.60|0.60|Y|0.00|N|0.00|N|0.00|N|00|008c|0000|0|57.28|30.00|2011-06-21|1720|302909316941901720|62|169|180|2|0|53|0|2003990|7109100007|0|NULL|0|          |0|S|0|4
48515143132|0.00000|0.020|1|1|6029|20110621162535|0|2977|0.00|0|463|13|0.00|991|0|0|0.00|0|0.980|12|2|0.530|0|NULL|Y|0.00|0|0|0.00|0|0|0|0|1.43|26.68|0.00|0.00|0.00|0.00|0.00|0|0.00|1|0|888806103622|0|0.48|5|C|93|91|0.000|0|0.00|0|0.960|1004|0|1|0|6029|0.60|0.60|Y|0.00|N|0.00|N|0.00|N|18|408c|0803|0|57.28|30.00|2011-06-21|1720|302909316941901720|62|169|180|26|0|53|0|2003990|4401|0|0|20676|0000000199|1|S|0|4
48515143132|2.00000|1.089|8|15|6029|20110621162535|0|2977|0.00|0|463|13|1.80|991|0|0|0.00|0|1.800|12|2|1.620|0|NULL|Y|0.00|0|0|0.00|0|0|0|0|1.98|26.68|0.00|0.00|0.00|0.00|0.00|0|0.00|1|2|888806101865|0|4.00|5|C|93|91|0.000|0|0.00|0|0.000|1004|0|1|0|6029|0.60|0.60|Y|0.00|N|0.00|N|0.00|N|24|008c|0803|0|57.28|30.00|2011-06-21|1720|302909316941901720|62|169|180|33|0|53|0|2003990|4050|0|0|18532|0000000299|1|S|0|4
48515143132|0.00000|0.228|2|2|6029|20110621162535|0|2977|0.00|0|463|13|0.00|991|0|0|0.00|0|0.860|12|2|0.500|0|NULL|Y|0.00|0|0|0.00|0|0|0|0|1.50|26.68|0.00|0.00|0.00|0.00|0.00|0|0.00|1|0|0|0|0.00|5|C|93|91|0.000|0|0.00|0|2.180|1004|0|1|0|6029|0.60|0.60|Y|0.00|N|0.00|N|0.00|N|18|408c|0802|0|57.28|30.00|2011-06-21|1720|302909316941901720|62|169|180|4|0|53|0|2003990|4011|0|0|0|0000000069|1|S|0|4
48515143132|1.00000|2.510|6|4|6029|20110621162535|0|2977|0.00|0|463|13|1.93|991|0|0|0.00|0|1.990|12|2|2.660|0|NULL|Y|0.00|0|0|0.00|0|0|0|0|5.99|26.68|0.00|0.00|0.00|0.00|0.00|0|0.00|1|1|0|0|0.00|5|C|93|91|0.000|0|0.00|0|0.000|1004|0|0|0|6029|0.60|0.60|Y|0.00|N|0.00|N|0.00|N|00|008c|0000|0|57.28|30.00|2011-06-21|1720|302909316941901720|62|169|180|42|0|53|0|2003990|71575620011|0|NULL|0|          |0|S|0|4
