2|6903|274108218|160265479|10|2| ||2796|1100|NULL|755703|NULL|105.00|-1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|-105.00|105.00|-105.00|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
2|6904|274106051|160281537|10|2| ||1041|1001|NULL|784772|NULL|169.98|1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|169.98|169.98|169.98|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
2|6904|274127723|160281755|10|2| ||211|1001|NULL|854797|NULL|89.95|1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|89.95|89.95|89.95|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
2|6904|274135628|160268424|20|2| ||4210|1101|NULL|13861|NULL|430.00|1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|430.00|430.00|430.00|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
2|6904|274136240|160273930|10|2| ||759|1001|NULL|704104|NULL|129.95|1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|129.95|129.95|129.95|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
2|6904|274147858|160276708|10|2| ||1445|1001|NULL|699625|NULL|109.95|1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|109.95|109.95|109.95|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
2|6905|274126889|160280988|10|2| ||1133|1001|NULL|854795|NULL|89.95|1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|89.95|89.95|89.95|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
2|6905|274130253|160272690|10|2| ||1631|1001|NULL|859913|NULL|35.00|1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|35.00|35.00|35.00|| ||NULL|NULL|||ACCS|11699||1|2012-01-22|NULL
2|6905|274138473|160275756|20|2| ||1235|1001|NULL|704074|NULL|73.48|1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|73.48|73.48|73.48|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
2|6905|274151548|160279754|20|2| ||5068|1001|NULL|838925|NULL|310.00|1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|310.00|310.00|310.00|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
2|6907|274102433|160278466|20|2| ||1069|1001|NULL|27818|NULL|314.99|1|||Y||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|314.99|157.49|157.49|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
2|6907|274107252|160264723|10|2| ||1734|1001|NULL|568495|NULL|6.99|1|||Y||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|6.99|0|0|| ||NULL|NULL|||ACCS|11699||1|2012-01-22|NULL
2|6907|274110530|160267706|10|2| ||2315|1001|NULL|687045|NULL|129.95|1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|129.95|129.95|129.95|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
2|6907|274116264|160272190|10|2| ||1454|1001|NULL|755714|NULL|125.00|1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|125.00|125.00|125.00|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
2|6907|274124066|160278677|20|2| ||990|1101|NULL|704947|NULL|179.95|1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|179.95|179.95|179.95|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
2|6907|274126945|160280995|10|2| ||998|1001|NULL|683698|NULL|109.95|1||| ||NULL|||N| |NULL|NULL|NULL|NULL|||NULL| |NULL|109.95|109.95|109.95|| ||NULL|NULL|||SUN|11699||1|2012-01-22|NULL
